strike,bid,ask,price,bs_price,binomial_price,s,q,r,t,intrinsic_value,model_valid,stale,break
130.0,213.5,218.5,216.0,213.2794420253583,213.27729801503492,332.93499755859375,0.0032,0.04352,2.3808219178082193,213.20353208730876,True,False,Within Tolerance
135.0,209.5,214.5,212.0,208.80214877166765,208.79931186812524,332.93499755859375,0.0032,0.04352,2.3808219178082193,208.69566305906397,True,False,Within Tolerance
140.0,205.5,210.0,207.75,204.33417883482747,204.33173196075325,332.93499755859375,0.0032,0.04352,2.3808219178082193,204.18779403081922,True,False,Within Tolerance
145.0,201.0,206.0,203.5,199.8774712287164,199.87226100675588,332.93499755859375,0.0032,0.04352,2.3808219178082193,199.67992500257446,True,False,Within Tolerance
150.0,197.5,201.5,199.5,195.4341636374271,195.43272491464634,332.93499755859375,0.0032,0.04352,2.3808219178082193,195.1720559743297,True,False,Within Tolerance
155.0,193.0,197.5,195.25,191.00658024641575,190.9935059036451,332.93499755859375,0.0032,0.04352,2.3808219178082193,190.66418694608493,True,False,Within Tolerance
160.0,188.5,193.5,191.0,186.5972157479359,186.5972523376434,332.93499755859375,0.0032,0.04352,2.3808219178082193,186.15631791784017,True,False,Within Tolerance
165.0,184.5,189.4,186.95,182.20871607443598,182.20099877617926,332.93499755859375,0.0032,0.04352,2.3808219178082193,181.64844888959541,True,False,Within Tolerance
170.0,181.0,185.0,183.0,177.84385647458794,177.8396273632372,332.93499755859375,0.0032,0.04352,2.3808219178082193,177.14057986135063,True,False,Within Tolerance
175.0,176.5,180.0,178.25,173.50551757503746,173.5074779485402,332.93499755859375,0.0032,0.04352,2.3808219178082193,172.63271083310588,True,False,Within Tolerance
180.0,172.5,176.05,174.275,169.1966600710949,169.17532853489215,332.93499755859375,0.0032,0.04352,2.3808219178082193,168.12484180486112,True,False,Within Tolerance
185.0,168.5,172.05,170.275,164.92029866636696,164.92385428393004,332.93499755859375,0.0032,0.04352,2.3808219178082193,163.61697277661634,True,False,Within Tolerance
190.0,165.0,167.65,166.325,160.67947583982217,160.68284195078593,332.93499755859375,0.0032,0.04352,2.3808219178082193,159.10910374837158,True,False,Within Tolerance
195.0,161.6,164.2,162.89999999999998,156.47723596393504,156.44368872292975,332.93499755859375,0.0032,0.04352,2.3808219178082193,154.60123472012683,True,False,Within Tolerance
200.0,157.0,159.5,158.25,152.3166002338393,152.3270880072571,332.93499755859375,0.0032,0.04352,2.3808219178082193,150.09336569188207,True,False,Within Tolerance
210.0,149.5,153.0,151.25,144.13196841737,144.09388657618692,332.93499755859375,0.0032,0.04352,2.3808219178082193,141.07762763539253,True,False,Within Tolerance
220.0,142.0,144.75,143.375,136.14841944101838,136.17330194309264,332.93499755859375,0.0032,0.04352,2.3808219178082193,132.061889578903,True,False,Within Tolerance
230.0,134.5,137.6,136.05,128.3870719201753,128.38382148412907,332.93499755859375,0.0032,0.04352,2.3808219178082193,123.04615152241348,True,False,Within Tolerance
240.0,127.5,131.0,129.25,120.86683065916984,120.88771361934994,332.93499755859375,0.0032,0.04352,2.3808219178082193,114.03041346592394,True,False,Within Tolerance
250.0,120.5,123.35,121.925,113.60403068397247,113.63062119264914,332.93499755859375,0.0032,0.04352,2.3808219178082193,105.0146754094344,True,False,Within Tolerance
260.0,114.75,116.95,115.85,106.61221435233975,106.63169183841133,332.93499755859375,0.0032,0.04352,2.3808219178082193,95.99893735294489,True,False,Within Tolerance
270.0,107.55,110.3,108.925,99.90202967337166,99.94034783694062,332.93499755859375,0.0032,0.04352,2.3808219178082193,86.98319929645535,True,False,Within Tolerance
280.0,101.0,103.9,102.45,93.48123336507126,93.51953388504691,332.93499755859375,0.0032,0.04352,2.3808219178082193,77.96746123996581,True,False,Within Tolerance
290.0,95.3,98.1,96.69999999999999,87.35477998993375,87.37553152385637,332.93499755859375,0.0032,0.04352,2.3808219178082193,68.9517231834763,True,False,Within Tolerance
300.0,89.0,92.8,90.9,81.52497815995369,81.60075170094254,332.93499755859375,0.0032,0.04352,2.3808219178082193,59.93598512698679,True,False,Small Break
310.0,83.5,86.75,85.125,75.99169574868927,75.9354099580139,332.93499755859375,0.0032,0.04352,2.3808219178082193,50.920247070497226,True,False,Small Break
320.0,78.5,81.6,80.05,70.75259781968583,70.85448560230313,332.93499755859375,0.0032,0.04352,2.3808219178082193,41.904509014007715,True,False,Small Break
330.0,73.35,76.6,74.975,65.80340320128096,65.77356124659244,332.93499755859375,0.0032,0.04352,2.3808219178082193,32.888770957518204,True,False,Small Break
340.0,69.2,71.55,70.375,61.13814802441405,61.198680322333686,332.93499755859375,0.0032,0.04352,2.3808219178082193,23.873032901028637,True,False,Small Break
350.0,64.5,67.75,66.125,56.74944689280878,56.83402384571986,332.93499755859375,0.0032,0.04352,2.3808219178082193,14.857294844539126,True,False,Small Break
360.0,59.8,62.85,61.325,52.6287445435251,52.51233730395632,332.93499755859375,0.0032,0.04352,2.3808219178082193,5.8415567880496155,True,False,Small Break
370.0,55.55,58.85,57.2,48.76655280457993,48.85837309986269,332.93499755859375,0.0032,0.04352,2.3808219178082193,0.0,True,False,Small Break
380.0,51.75,55.35,53.55,45.15266932990278,45.20440889576908,332.93499755859375,0.0032,0.04352,2.3808219178082193,0.0,True,False,Small Break
390.0,48.35,51.2,49.775000000000006,41.776375983698784,41.68879535123154,332.93499755859375,0.0032,0.04352,2.3808219178082193,0.0,True,False,Small Break
400.0,46.0,47.7,46.85,38.6266158686625,38.71259845850224,332.93499755859375,0.0032,0.04352,2.3808219178082193,0.0,True,False,Small Break
410.0,41.8,44.65,43.224999999999994,35.692148869191215,35.73640156577297,332.93499755859375,0.0032,0.04352,2.3808219178082193,0.0,True,False,Small Break
420.0,38.85,41.65,40.25,32.961686241526166,32.83523783114519,332.93499755859375,0.0032,0.04352,2.3808219178082193,0.0,True,False,Small Break
430.0,35.85,38.7,37.275000000000006,30.42400525938639,30.480270732345787,332.93499755859375,0.0032,0.04352,2.3808219178082193,0.0,True,False,Small Break
440.0,33.3,36.25,34.775,28.06804524743218,28.12530363354638,332.93499755859375,0.0032,0.04352,2.3808219178082193,0.0,True,False,Small Break
450.0,30.75,33.4,32.075,25.882986534916213,25.770336534746995,332.93499755859375,0.0032,0.04352,2.3808219178082193,0.0,True,False,Small Break
460.0,28.5,31.15,29.825,23.85831396423943,23.848978448876725,332.93499755859375,0.0032,0.04352,2.3808219178082193,0.0,True,False,Large Break
470.0,27.3,29.25,28.275,21.983866616487504,22.041232234400027,332.93499755859375,0.0032,0.04352,2.3808219178082193,0.0,True,False,Large Break
480.0,25.5,27.35,26.425,20.249875387561517,20.233486019923323,332.93499755859375,0.0032,0.04352,2.3808219178082193,0.0,True,False,Large Break
490.0,23.35,25.25,24.3,18.64698998012271,18.51812780061796,332.93499755859375,0.0032,0.04352,2.3808219178082193,0.0,True,False,Large Break
500.0,21.45,23.65,22.549999999999997,17.16629678111137,17.173576834002514,332.93499755859375,0.0032,0.04352,2.3808219178082193,0.0,True,False,Large Break
510.0,19.85,21.6,20.725,15.799328982291314,15.829025867387061,332.93499755859375,0.0032,0.04352,2.3808219178082193,0.0,True,False,Large Break
520.0,18.35,20.85,19.6,14.538070180047441,14.484474900771598,332.93499755859375,0.0032,0.04352,2.3808219178082193,0.0,True,False,Large Break
530.0,16.5,19.25,17.875,13.37495256653353,13.26083700146869,332.93499755859375,0.0032,0.04352,2.3808219178082193,0.0,True,False,Large Break
540.0,15.8,17.65,16.725,12.302850701662294,12.292985385191159,332.93499755859375,0.0032,0.04352,2.3808219178082193,0.0,True,False,Large Break
550.0,14.35,16.45,15.399999999999999,11.315071737487962,11.325133768913634,332.93499755859375,0.0032,0.04352,2.3808219178082193,0.0,True,False,Large Break
560.0,12.95,15.25,14.1,10.405342855381697,10.357282152636103,332.93499755859375,0.0032,0.04352,2.3808219178082193,0.0,True,False,Large Break
570.0,12.65,14.65,13.65,9.56779657335452,9.428941119072057,332.93499755859375,0.0032,0.04352,2.3808219178082193,0.0,True,False,Large Break
580.0,11.75,13.25,12.5,8.796954486660319,8.755381858491042,332.93499755859375,0.0032,0.04352,2.3808219178082193,0.0,True,False,Large Break
590.0,11.25,12.7,11.975,8.087709919652397,8.081822597910012,332.93499755859375,0.0032,0.04352,2.3808219178082193,0.0,True,False,Large Break
600.0,10.7,11.4,11.05,7.435309890693198,7.408263337328994,332.93499755859375,0.0032,0.04352,2.3808219178082193,0.0,True,False,Large Break
